1232	1576	2008	2712	3904	5784	8712	
344	472	792	1256	2296	4056	6352	
272	528	832	1288	2248	4696	8400	
440	464	848	1376	2264	3824	6568	
680	936	1304	2040	3272	5272	8352	
344	560	872	1592	2176	3600	6208	
272	648	912	1488	2304	4016	6768	
448	360	632	1016	1752	3088	4840	
704	952	1312	1992	3064	4728	7840	
320	432	976	1384	2208	4016	6768	
440	656	720	1160	1752	3424	5328	
168	272	840	1136	2128	3832	6536	
560	792	1224	1848	2704	4240	6968	
296	392	712	1008	1848	3216	5288	
288	384	664	1144	2088	3328	5592	
280	736	1112	1872	2992	5232	8032	
616	904	1304	2112	3128	4888	8304	
200	640	928	1624	2400	3744	6192	
328	568	1032	1968	3288	4944	8008	
296	592	848	1928	3136	5320	8968	
640	1104	1464	2208	3552	5576	8696	
328	512	768	1432	2456	4536	7592	
328	360	672	944	1816	3632	6632	
216	552	768	1192	2104	3376	6392	
584	872	1216	1768	2792	4544	7104	
304	496	872	1112	1872	3480	5752	
480	544	720	1096	1824	3152	5024	
248	360	528	944	1680	3256	5344	
568	776	1016	1528	2240	3456	5640	
272	496	704	1240	1888	3240	5640	
344	576	944	1264	2168	3656	6000	
376	456	808	1464	2440	4168	7040	
560	784	1112	1672	2712	4296	6880	
288	376	800	1232	2184	3480	5560	
272	528	1064	1616	2784	4504	7480	
240	536	944	1448	2408	3968	6800	
656	808	1304	2128	3104	4664	7352	
248	536	720	1488	2352	3784	6440	
352	592	872	1288	2232	3904	6368	
376	712	1008	1640	2536	4136	6312	
712	976	1408	1952	3280	4768	7616	
192	448	840	1328	2152	3896	6824	
272	400	688	1256	2384	3848	6528	
304	536	976	1480	2408	4224	7024	
688	1096	1600	2400	3480	5528	8584	
336	552	1224	2024	3256	5440	8624	
384	616	808	1200	2440	3800	6304	
416	544	1048	1584	2824	4608	7848	
712	1104	1592	2216	3488	5256	8488	
568	728	1304	1856	3008	4896	8048	
496	752	1160	1816	2968	5072	8448	
440	800	1272	1992	3192	5280	8112	
768	1280	1904	2872	4224	6592	10152	
312	704	1200	2008	3408	5736	9432	
480	672	1200	1600	2768	4784	7600	
328	552	1048	1744	2904	5168	8928	
928	1336	2080	3008	4736	7408	11304	
328	600	976	1344	2632	5000	8336	
256	448	1072	1768	3040	5024	8200	
256	720	1016	1568	2280	4368	6512	
808	1192	1808	2776	4104	6312	10344	
560	800	1168	1800	3016	5120	8432	
512	832	1224	1864	2992	4728	7864	
464	760	1232	1800	2880	4720	7944	
768	1136	1600	2320	3672	5584	8704	
464	704	1176	1752	2912	4168	6968	
608	704	1184	2000	3112	5312	8864	
488	760	1064	1712	2784	4800	7936	
776	992	1416	2064	3128	4768	7872	
400	584	1096	1888	2960	5016	8096	
528	840	1256	1880	3184	4856	7360	
648	1000	1504	2360	3696	5584	9040	
1080	1512	2008	2800	4224	6496	10056	
712	1072	1416	2080	3448	5752	9272	
640	944	1272	2176	3512	6256	10448	
512	888	1496	2416	3928	6312	10312	
1232	1832	2520	3624	5224	7864	11800	
288	544	744	1176	2192	4056	7808	
416	800	1208	1808	2760	4704	7880	
408	784	1072	1592	2648	4440	7504	
1104	1712	2328	3376	4768	7288	11664	
408	656	1064	1712	2752	4720	7792	
496	664	1208	1824	3280	5192	8808	
264	512	920	1448	2520	4088	6960	
952	1352	1760	2528	3792	5912	9328	
448	712	1016	1544	2744	4624	8136	
456	824	1040	1624	2768	4536	7784	
448	696	936	1496	2512	4048	6688	
1080	1544	1896	2888	4368	6360	10280	
296	560	984	1600	2560	4512	8648	
336	464	1088	1672	2616	4680	7664	
440	904	1200	1840	2816	4392	7288	
1352	2024	2720	3912	5776	8496	13112	
784	1336	1864	3048	4672	7232	11888	
864	1256	2056	3040	5224	8232	12896	
888	1344	2304	3624	5904	9608	15216	
1976	2880	4208	6328	9216	13752	21192	
1048	1824	2872	4472	7008	10944	16280	
1152	1696	2720	4208	6936	11032	17840	
1016	1664	2152	3600	6016	10208	17096	
1976	2864	4352	6400	9160	13616	21560	
560	1136	1552	2752	4432	6864	10520	
760	1024	1992	3008	4816	8344	14224	
440	992	1296	1976	3544	5952	10456	
1320	1880	2872	4192	6256	9280	14512	
472	808	1496	2184	3496	5848	10384	
432	816	1312	1896	3512	5712	9968	
360	584	1088	1920	3200	5360	9632	
968	1400	2136	2992	4680	7352	12024	
360	680	952	1624	2608	4328	7352	
320	624	952	1976	3408	5472	9456	
312	464	880	1480	2312	4272	6816	
