fid	decid	est_vp_psnr	phi	theta	est_phi_1	est_theta_1	err_1	est_phi_2	est_theta_2	err_2	est_phi_ins	est_theta_ins	err_ins	est_phi_ins_2	est_theta_ins_2	err_ins_2
0	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
1	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
2	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
3	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
4	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
5	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
6	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
7	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
8	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
9	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
10	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
11	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
12	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
13	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
14	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
15	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
16	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
17	0	33.52	0	-4	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
18	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
19	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
20	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
21	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
22	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
23	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
24	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
25	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
26	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
27	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
28	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
29	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
30	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
31	0	33.54	0	-5	0	0	0.00	-706562088	32742	0.00	0	0	0.00	0	0	0.00	
32	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
33	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
34	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
35	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
36	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
37	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
38	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
39	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
40	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
41	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
42	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
43	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
44	1	45.90	0	-5	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
45	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
46	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
47	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
48	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
49	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
50	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
51	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
52	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
53	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
54	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
55	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
56	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
57	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
58	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
59	1	45.85	0	-4	0	-4	0.00	0	-4	0.00	0	-4	0.00	0	-4	0.00	
60	1	45.80	0	-3	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
61	1	45.80	0	-3	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
62	1	45.80	0	-3	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
63	1	45.80	0	-3	0	-4	1.00	0	-4	1.00	0	-4	1.00	0	-4	1.00	
64	2	44.52	0	-3	0	-6	3.00	0	-6	3.00	0	-5	2.00	0	-5	2.00	
65	2	44.49	0	-2	0	-6	4.00	0	-6	4.00	0	-5	3.00	0	-5	3.00	
66	2	44.46	0	-1	0	-6	5.00	0	-6	5.00	0	-5	4.00	0	-5	4.00	
67	2	44.46	0	-1	0	-6	5.00	0	-6	5.00	0	-5	4.00	0	-5	4.00	
