fid	decid	est_vp_psnr	phi	theta	est_phi_1	est_theta_1	err_1	est_phi_2	est_theta_2	err_2	est_phi_ins	est_theta_ins	err_ins	est_phi_ins_2	est_theta_ins_2	err_ins_2
0	0	31.94	-64	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
1	0	31.90	-65	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
2	0	31.83	-67	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
3	0	31.80	-68	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
4	0	31.76	-69	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
5	0	31.76	-69	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
6	0	31.76	-69	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
7	0	31.76	-69	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
8	0	31.80	-68	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
9	0	31.80	-68	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
10	0	31.80	-68	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
11	0	31.80	-68	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
12	0	31.80	-68	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
13	0	31.76	-69	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
14	0	31.76	-69	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
15	0	31.76	-69	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
16	0	31.72	-70	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
17	0	31.72	-70	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
18	0	31.69	-71	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
19	0	31.69	-71	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
20	0	31.69	-71	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
21	0	31.65	-72	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
22	0	31.65	-72	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
23	0	31.65	-72	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
24	0	31.62	-73	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
25	0	31.58	-74	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
26	0	31.55	-75	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
27	0	31.51	-76	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
28	0	31.47	-77	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
29	0	31.44	-78	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
30	0	31.40	-79	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
31	0	31.36	-80	0	0	0	0.00	1732118488	32701	0.00	0	0	0.00	0	0	0.00	
32	1	43.59	-80	0	-64	0	16.00	-64	0	16.00	-64	0	16.00	-64	0	16.00	
33	1	43.59	-80	0	-64	0	16.00	-64	0	16.00	-64	0	16.00	-64	0	16.00	
34	1	43.56	-81	0	-64	0	17.00	-64	0	17.00	-64	0	17.00	-64	0	17.00	
35	1	43.56	-81	0	-64	0	17.00	-64	0	17.00	-64	0	17.00	-64	0	17.00	
36	1	43.56	-81	0	-64	0	17.00	-64	0	17.00	-64	0	17.00	-64	0	17.00	
37	1	43.53	-82	0	-64	0	18.00	-64	0	18.00	-64	0	18.00	-64	0	18.00	
38	1	43.53	-82	0	-64	0	18.00	-64	0	18.00	-64	0	18.00	-64	0	18.00	
39	1	43.53	-82	0	-64	0	18.00	-64	0	18.00	-64	0	18.00	-64	0	18.00	
40	1	43.53	-82	0	-64	0	18.00	-64	0	18.00	-64	0	18.00	-64	0	18.00	
41	1	43.53	-82	0	-64	0	18.00	-64	0	18.00	-64	0	18.00	-64	0	18.00	
42	1	43.50	-83	0	-64	0	19.00	-64	0	19.00	-64	0	19.00	-64	0	19.00	
43	1	43.50	-83	0	-64	0	19.00	-64	0	19.00	-64	0	19.00	-64	0	19.00	
44	1	43.50	-83	0	-64	0	19.00	-64	0	19.00	-64	0	19.00	-64	0	19.00	
45	1	43.50	-83	0	-64	0	19.00	-64	0	19.00	-64	0	19.00	-64	0	19.00	
46	1	43.50	-83	0	-64	0	19.00	-64	0	19.00	-64	0	19.00	-64	0	19.00	
47	1	43.50	-83	0	-64	0	19.00	-64	0	19.00	-64	0	19.00	-64	0	19.00	
48	1	43.50	-83	0	-64	0	19.00	-64	0	19.00	-64	0	19.00	-64	0	19.00	
49	1	43.46	-84	0	-64	0	20.00	-64	0	20.00	-64	0	20.00	-64	0	20.00	
50	1	43.46	-84	0	-64	0	20.00	-64	0	20.00	-64	0	20.00	-64	0	20.00	
51	1	43.43	-85	0	-64	0	21.00	-64	0	21.00	-64	0	21.00	-64	0	21.00	
52	1	43.43	-85	0	-64	0	21.00	-64	0	21.00	-64	0	21.00	-64	0	21.00	
53	1	43.39	-86	0	-64	0	22.00	-64	0	22.00	-64	0	22.00	-64	0	22.00	
54	1	43.39	-86	0	-64	0	22.00	-64	0	22.00	-64	0	22.00	-64	0	22.00	
55	1	43.36	-87	0	-64	0	23.00	-64	0	23.00	-64	0	23.00	-64	0	23.00	
56	1	43.36	-87	0	-64	0	23.00	-64	0	23.00	-64	0	23.00	-64	0	23.00	
57	1	43.36	-87	0	-64	0	23.00	-64	0	23.00	-64	0	23.00	-64	0	23.00	
58	1	43.36	-87	0	-64	0	23.00	-64	0	23.00	-64	0	23.00	-64	0	23.00	
59	1	43.36	-87	0	-64	0	23.00	-64	0	23.00	-64	0	23.00	-64	0	23.00	
60	1	43.39	-86	0	-64	0	22.00	-64	0	22.00	-64	0	22.00	-64	0	22.00	
61	1	43.39	-86	0	-64	0	22.00	-64	0	22.00	-64	0	22.00	-64	0	22.00	
62	1	43.39	-86	0	-64	0	22.00	-64	0	22.00	-64	0	22.00	-64	0	22.00	
63	1	43.39	-86	0	-64	0	22.00	-64	0	22.00	-64	0	22.00	-64	0	22.00	
64	2	42.23	-85	0	-96	0	11.00	-96	0	11.00	-112	0	27.00	-112	0	27.00	
65	2	42.23	-85	0	-97	0	12.00	-97	0	12.00	-113	0	28.00	-113	0	28.00	
66	2	42.24	-84	0	-97	0	13.00	-97	0	13.00	-114	0	30.00	-114	0	30.00	
67	2	42.26	-83	0	-98	0	15.00	-98	0	15.00	-115	0	32.00	-115	0	32.00	
68	2	42.27	-82	0	-98	0	16.00	-98	0	16.00	-116	0	34.00	-116	0	34.00	
69	2	42.30	-80	0	-99	0	19.00	-99	0	19.00	-117	0	37.00	-117	0	37.00	
70	2	42.31	-79	0	-99	0	20.00	-99	0	20.00	-118	0	39.00	-118	0	39.00	
71	2	42.33	-77	0	-100	0	23.00	-100	0	23.00	-119	0	42.00	-119	0	42.00	
72	2	42.35	-76	0	-100	0	24.00	-100	0	24.00	-120	0	44.00	-120	0	44.00	
73	2	42.37	-74	0	-101	0	27.00	-101	0	27.00	-121	0	47.00	-121	0	47.00	
74	2	42.39	-72	0	-101	0	29.00	-101	0	29.00	-122	0	50.00	-122	0	50.00	
75	2	42.42	-69	0	-102	0	33.00	-102	0	33.00	-123	0	54.00	-123	0	54.00	
76	2	42.45	-66	0	-102	0	36.00	-102	0	36.00	-124	0	58.00	-124	0	58.00	
77	2	42.48	-62	0	-103	0	41.00	-103	0	41.00	-125	0	63.00	-125	0	63.00	
78	2	42.51	-59	0	-103	0	44.00	-103	0	44.00	-126	0	67.00	-126	0	67.00	
