4392	6616	9512	13248	18344	25800	35920	
1704	2464	3480	5072	7472	11016	15800	
2560	3456	5408	7520	12184	19752	33888	
2400	3920	5744	8496	12280	18400	28912	
5112	7360	10424	14992	20712	30648	47920	
1336	2192	3808	5232	7616	12056	17488	
800	1688	2464	4192	6960	11792	19576	
608	912	1416	2224	3496	6224	10464	
5304	7656	10408	14824	20800	30448	45824	
552	832	1184	1704	3016	5960	10472	
568	840	1392	2416	3976	6848	11408	
376	800	1576	2504	4424	7776	13880	
5472	7728	10640	14720	21744	31376	47752	
528	960	1584	2184	3184	6048	8448	
552	776	1648	3160	5352	8152	13928	
776	1448	2072	3616	6768	11184	18816	
5208	7208	10480	14384	20888	30248	45704	
1152	2208	3432	5256	7368	13352	23160	
704	912	1512	2360	3664	5480	9008	
896	1920	3504	5296	8472	14392	23576	
5200	7416	10544	15328	21600	31936	47296	
1184	1784	3096	4592	8432	14048	24944	
848	1328	2168	3344	5456	9032	16472	
456	1032	1848	3408	5328	8560	14112	
5400	7352	10720	15224	22312	32760	49712	
1624	2832	4408	6952	10136	15688	23224	
448	552	1040	2008	3648	5976	9944	
736	1480	2312	3784	5976	10344	17912	
5328	7504	10544	14888	21584	31280	46568	
848	1384	2336	3520	5296	10056	18552	
632	888	1696	2816	4472	7680	13496	
640	1232	1608	2456	4280	7824	14920	
5624	7632	11104	15400	21912	32088	49064	
1968	3024	3928	5544	8040	12160	19960	
1440	2288	3248	4632	6872	10712	17352	
464	1176	1968	3016	4304	6872	10664	
5864	7824	11192	15648	22504	33368	51440	
2416	3448	5408	8408	12504	18936	31280	
2040	3104	4408	6704	10464	16568	25192	
1512	2000	3208	4512	6464	10112	15224	
5672	7976	11568	15856	22840	32960	49608	
1712	1832	3136	4824	7904	13816	24984	
1056	2048	3576	5568	9184	14584	21832	
1216	2448	3768	5992	9280	16272	28032	
5752	8144	11512	16848	24240	35592	54064	
792	1408	2784	4696	8344	14928	23648	
968	1248	2080	3184	5520	8224	12800	
792	1400	1968	3536	5976	10128	17248	
6168	8408	12224	16792	24304	35440	53680	
784	1208	2304	3488	5728	9192	15264	
1024	1584	2536	4136	7240	12608	20688	
832	1368	1960	3056	5008	7816	11304	
6016	8608	12168	17264	24296	35496	52872	
1248	2128	3456	5432	9312	15496	25768	
1680	2360	3576	5064	8384	13192	22176	
912	1872	2864	4440	7448	12776	22528	
5984	8432	12504	17336	24360	34880	51696	
2024	3600	5992	9136	13752	22688	37344	
1944	3160	5496	7696	11448	18456	25608	
1488	2144	3168	4912	7328	10816	16888	
6536	9016	12808	18016	26136	38144	56216	
2200	4008	6816	9496	14992	24424	39840	
1728	2384	3816	5808	8872	13704	20016	
1568	2712	4224	6520	10456	17240	28696	
6768	9240	13104	19112	27176	40144	60296	
1632	2328	3904	5376	8904	13552	21792	
1024	1664	2656	4848	7784	13480	20688	
1016	1936	2992	4608	7336	11096	16624	
6792	9456	13448	18984	27224	38968	57792	
1176	1952	3320	5152	8080	13888	23376	
960	1552	2520	3816	6520	9904	14152	
1088	1568	2680	4688	7976	12072	18216	
6744	9592	13024	18896	27600	40192	58568	
1760	2888	4000	5960	9024	12720	20064	
1680	2272	3584	5696	9344	13448	19024	
2320	3888	6056	9408	13704	19656	27280	
5744	8200	11424	16392	23736	34552	51064	
3176	5312	7344	10544	15976	25568	39792	
2720	3856	5648	8368	11880	17784	25600	
2240	3784	5432	7992	12096	17528	24960	
5016	7600	10632	15032	21528	31408	46784	
2832	4208	5976	9064	12584	17760	24904	
2640	4176	6752	10032	14960	23080	34960	
2432	3720	5496	7992	12136	18256	27336	
4696	6848	9504	13664	19944	29096	43088	
2232	3552	5440	7776	10920	16096	24096	
2712	4048	5768	8872	12824	18912	27232	
2112	3200	4872	7168	10560	14632	20632	
3672	5264	7584	10856	15576	22552	33376	
2208	3624	5216	7904	11592	17448	25840	
2536	3976	5816	8440	12472	17296	24672	
2512	3784	5816	8560	12248	17464	25240	
3360	5048	7160	10168	14512	20728	30448	
2336	3512	5328	7824	11608	17488	25704	
2408	3472	5000	7392	11016	15520	22728	
2504	3992	6112	8752	12912	19472	29280	
3680	5528	8384	11648	16576	23488	33952	
2040	3224	4592	7040	9848	14424	19976	
2184	3296	5280	7776	10952	16648	25352	
2168	3368	4952	7008	10576	16264	24032	
3088	4712	6336	8840	12576	18304	26840	
1680	2640	3488	5456	8072	11784	16816	
1688	2496	3984	5664	8400	12392	19256	
1472	2280	3440	5096	7528	10920	17328	
2408	3600	5304	7512	10904	15640	22808	
1064	1592	2448	3672	5744	8560	13056	
1016	1552	2320	3440	5384	8296	12752	
936	1512	2144	2984	4784	7552	11888	
1736	2448	3504	4904	7208	10384	15072	
544	928	1432	2280	3448	5560	8432	
824	1056	1560	2248	3864	5872	9864	
632	912	1272	1784	2992	4504	7288	
1216	1632	2224	3088	4408	6464	10104	
480	768	1072	1624	2752	4536	7376	
616	904	1280	1984	2928	4736	8072	
720	912	1408	2024	3088	4888	8056	
1352	1784	2392	3424	4840	6968	10888	
864	1296	2056	3024	4704	6888	10432	
848	1360	2112	3024	4344	6640	9984	
840	1144	1736	2664	3880	6016	9344	
1576	2352	3360	4376	6080	8960	13512	
776	1144	1560	2432	3856	6016	9704	
832	1248	1840	2928	3760	5976	8784	
840	1280	1880	3032	4480	6808	10488	
1640	2432	3400	4824	6936	9848	14648	
912	1224	1736	2720	4056	5968	9504	
768	1208	1672	2432	3704	5600	8152	
800	1136	1744	2712	4224	6136	9792	
1944	2728	3880	5480	7928	11352	17584	
1064	1624	2296	3624	5264	8224	12336	
1024	1600	2504	3400	5088	7736	12104	
1216	1712	2448	3664	5928	9240	15080	
2312	3280	4888	6952	10144	14744	22024	
1256	2072	2944	4088	6424	9752	15016	
1240	1936	2840	4152	6136	9552	15536	
1128	1888	2992	4392	6488	10744	17272	
2944	4504	6456	9080	13272	19352	28208	
1344	1880	3008	4288	6920	10328	15056	
1288	1920	3072	4544	6952	10888	17192	
1208	1824	2688	4192	6720	10632	17064	
3272	4840	6872	10072	13824	19992	29576	
1240	1824	2752	4328	7192	11152	18160	
880	1344	2232	3736	5576	8328	11464	
840	1424	2232	3096	4752	6832	11288	
2928	4448	6144	8824	13024	18672	28152	
848	1440	2000	3272	4616	6912	10456	
808	1360	2160	3008	4632	6704	10624	
1160	1776	2672	4264	6304	9832	15744	
2608	4080	5488	7776	10896	15896	23288	
808	1488	2360	3904	6392	9352	14168	
1096	1648	2552	4168	6744	10192	16376	
768	1352	1976	3080	5192	8568	14496	
2424	3520	5104	7048	9840	14072	21152	
936	1432	2328	3216	5544	9424	15656	
1168	1776	2824	4400	6688	10360	15144	
808	1248	2008	3528	5232	7712	11096	
2632	3880	5680	7928	11656	16792	25352	
536	1304	1856	3688	6232	9776	16096	
920	1176	1856	2808	4896	7600	12680	
712	976	1744	2280	3624	5400	8392	
2280	3608	5048	7120	10200	14448	21752	
480	840	1192	1824	3056	5728	9792	
496	1032	1744	3592	6320	11656	20184	
488	768	1208	1624	2984	4256	6904	
2232	3344	4944	6952	9776	14056	21472	
496	1008	1600	2968	5280	8400	14240	
688	1008	1720	2800	4448	7096	11568	
592	936	1448	2448	3984	6624	11208	
2240	3280	4680	6880	9840	14464	21888	
768	1280	2072	3000	5104	8184	12776	
608	1072	1960	3160	5120	8664	15848	
584	1336	1768	2576	3936	6712	12592	
2360	3400	4976	6968	9840	14256	21144	
528	944	1312	2352	3480	5600	10752	
576	712	1192	1672	2776	4576	7504	
416	576	1056	1992	3512	6248	10216	
2176	3304	4896	6792	9672	13920	20576	
512	976	1240	1920	3168	5320	10208	
416	736	1424	2080	3568	5720	9248	
616	864	1096	1752	2632	4376	7144	
2144	3032	4256	6048	8576	12248	18120	
376	816	1352	1752	3448	5240	9632	
440	680	1152	1736	2720	4424	7264	
776	1344	1896	3368	4592	7344	12240	
1880	2672	3696	5232	7376	10696	16464	
488	840	1416	2136	3472	6088	9888	
408	504	1072	1712	2792	4984	7944	
512	760	984	1920	2672	4256	6856	
1696	2568	3504	5016	7048	10392	15528	
600	880	1352	2056	3240	5408	9000	
568	784	1216	2064	3480	6152	10272	
624	944	1496	1960	3368	5656	8864	
2040	2840	3776	5336	7536	10952	16384	
496	792	1144	1688	3096	5440	10176	
504	752	1120	2016	3408	5944	10480	
552	872	1704	2848	4424	7368	11688	
2360	3232	4384	6280	8872	12992	19160	
568	744	1304	1944	3584	6472	10864	
624	968	1416	2160	3256	5304	8400	
656	904	1288	2280	3504	5648	8568	
2296	3408	4640	6584	9560	13920	20784	
584	848	1240	2256	3928	6992	10880	
640	1000	1608	2264	3448	5200	7776	
640	1040	1448	2304	3720	5856	8920	
2248	3256	4600	6240	9064	13472	20120	
840	1320	2208	3512	5408	9056	15248	
944	1376	2024	3064	4816	7184	10856	
736	1072	1792	2888	4952	8224	14128	
2592	3648	5176	7704	10976	15936	24624	
1552	2784	4464	6872	10456	16112	23984	
1248	2000	3352	5272	8320	12448	18080	
1008	1560	2672	4128	6536	10072	15032	
3264	4688	6960	10112	14984	22088	33568	
736	1128	1888	3424	5784	8472	12440	
1192	1944	3400	5408	8920	14424	21664	
1048	1776	2408	3856	6176	9592	14184	
2880	4304	6392	9256	13072	18632	28416	
960	1256	1992	3192	5016	7888	11680	
1240	2192	3456	5760	9152	14544	21552	
1128	1760	2784	4560	7584	12944	22040	
3376	5080	7376	10720	15736	23480	35464	
984	1632	2744	4544	7368	11992	18024	
1192	2000	3432	5568	9088	14544	21640	
1240	1944	3104	5296	8960	13616	19560	
3528	5336	8456	12456	18352	26544	39968	
1224	2224	3312	5664	9128	15104	24712	
1312	1888	3144	5328	8680	14424	22960	
1232	1944	3184	5104	8968	13880	21776	
3312	5032	7592	11096	16208	23736	35296	
1336	2248	3512	5672	8840	14064	22640	
1480	2336	3576	5728	9048	15152	23536	
1528	2184	3472	5712	8760	14280	21928	
3152	4992	7392	10480	15744	22616	33976	
1296	1968	3016	4672	6856	10224	14808	
1104	1816	2720	4232	6288	9768	14880	
1304	2072	2752	4624	6944	10640	16272	
2560	3776	5576	8304	11920	16880	25536	
1240	2024	2808	4408	6792	10312	15240	
1216	1688	3008	4768	7520	11992	18720	
1096	1584	2416	3720	5976	10000	16008	
2576	4088	6032	8696	12992	18552	28400	
1168	1808	2736	4392	6920	10400	15448	
1104	1904	2872	4712	7224	11472	18056	
1008	1440	2400	4000	6288	10568	17536	
2720	3968	5768	8136	12104	17320	25664	
1368	2024	3112	4728	7280	11936	18784	
1336	2008	2984	4712	6928	10288	15176	
1208	1944	2896	4296	6752	10072	15456	
2536	3920	5608	8152	11816	17464	26584	
1368	1888	2688	4152	6512	9936	14400	
1224	1656	2776	4560	6800	10480	16112	
1192	2008	3232	4920	7656	11992	18080	
2648	4176	5864	8544	12384	18560	27568	
1080	1648	2592	4168	7264	11152	16784	
1192	1608	2680	4168	6280	9472	13552	
1040	1728	2472	4440	6888	11568	19232	
2568	3792	5712	8368	12432	18416	27832	
800	1456	2080	3432	5360	8440	12944	
952	1520	2616	3888	6280	9952	16544	
848	1416	2024	3192	5088	8312	13840	
2408	3672	5024	7376	10584	15632	23336	
776	1256	1792	3288	5480	9096	15536	
832	1400	2152	3184	4728	7200	12320	
752	1352	2016	2808	4784	7744	13352	
2248	3224	4872	7104	10344	14912	21728	
536	1048	1848	2784	4360	7472	11912	
1048	1528	2232	3600	5536	8760	13472	
968	1576	2240	3352	5424	8184	12624	
2120	3136	4600	6408	8976	12992	19552	
640	1128	1560	2408	3808	5880	10168	
968	1504	2552	4000	6352	9904	14976	
992	1520	2608	3880	6176	9376	14736	
2280	3600	5256	7432	10744	15744	23928	
976	1536	2424	4048	6440	10264	16496	
840	1456	2488	3584	5616	8904	14312	
672	1232	1656	2456	3976	6248	8744	
2376	3616	5320	7784	11016	16312	24008	
696	1176	1912	3152	5544	8752	13936	
704	912	1808	2712	4336	7240	11096	
824	1416	2008	3440	5112	8448	12680	
2528	3856	5488	7960	11592	16712	24616	
1192	1856	2624	4088	6512	10816	17056	
728	1320	2208	3320	5536	8688	13208	
912	1376	2128	2952	4544	7312	10672	
2424	3480	4848	7072	10032	14440	21824	
1200	1672	2736	4232	6728	10960	17280	
1200	1928	2912	4280	6320	9328	13728	
1352	2008	2792	4392	6464	10352	16160	
2528	3928	5896	8552	12000	18072	26936	
1000	1592	2456	4032	6272	9648	13656	
992	1560	2376	3888	6648	10504	17616	
776	1288	2120	2888	4440	7296	12160	
2424	3616	5328	7528	11032	15872	23536	
880	1392	2088	3040	4720	7336	11640	
832	1136	1864	2992	4424	7392	11376	
776	1240	1848	2768	4184	6568	10040	
2448	3608	5136	7224	10240	15200	22536	
856	1560	2312	3688	5264	8512	13768	
992	1328	2248	3288	5168	8200	12624	
896	1488	1840	2776	4360	6864	10424	
2936	4224	5904	8080	11200	16120	23352	
880	1688	2416	3880	5608	9240	14960	
1064	1648	2360	3392	5576	7976	11864	
1032	1720	2744	4016	6416	9640	14344	
2400	3768	5472	7848	11560	16592	24688	
1000	1688	2720	4080	6192	9536	14112	
984	1552	2480	3776	5904	9240	14944	
936	1416	2304	3440	5440	9064	14576	
2376	3432	4976	6920	10040	14824	22728	
1000	1528	2112	2800	4568	7360	11336	
872	1304	2192	3704	5416	8976	13952	
816	1272	2064	3056	5360	8480	13952	
2368	3616	5112	7280	10368	16016	24176	
744	1128	2008	2928	4808	7176	10912	
912	1472	1984	3064	4672	7568	11336	
928	1368	2064	3352	5456	8216	12360	
2592	4032	5888	8416	11984	17216	25656	
1264	1816	2576	3920	5840	10248	16744	
1456	2112	3600	5736	9016	14112	20920	
1688	2344	3560	5664	8640	13248	19560	
3192	4688	6840	10024	14632	21824	32456	
1520	2384	3992	6656	10448	16424	25816	
2232	3504	5368	8168	12136	18744	29488	
2680	4008	6208	9232	14136	21368	31168	
3760	5712	7928	11184	15632	24368	36512	
1688	2392	3552	5832	8656	12384	17192	
1520	2488	3880	5632	8760	14056	21840	
1568	2496	3856	5960	9616	15360	24352	
3416	5160	7408	10440	15064	22600	34152	
1336	1984	2736	4536	6720	10560	16352	
