18.96	37.904484375	10.5349365279817	28.44	39.943415625	6.58777561563489	40.98	42.245525	3.87728621286485	65.22	44.320690625	2.40442535140926	98.34	46.48910625	1.45938452194959	158.82	48.47389375	0.924040456234032	262.38	50.6466375	0.560294824505029	
15.3	37.589153125	11.3283080009065	24.24	39.505984375	7.2858784788206	38.76	41.974453125	4.12700550676779	63.06	44.312365625	2.40903881976131	93.72	46.42795625	1.48007845184404	150.18	48.6095875	0.895615520135025	241.56	50.773675	0.544142767208703	
16.32	37.411975	11.8000231917268	23.7	39.621609375	7.09446128982344	36.18	41.81945625	4.27695554182293	56.88	44.294928125	2.41873087486004	88.2	46.21021875	1.5561751855645	143.04	48.359934375	0.948608306785206	232.44	50.468659375	0.583733238611825	
14.94	38.617628125	8.93958891597976	23.4	40.671821875	5.57055123976245	38.4	43.04975	3.2218503249834	59.82	45.00584375	2.05350604605801	92.82	47.0715375	1.27622312837854	153.66	49.2264375	0.777027896402189	248.22	51.584021875	0.451521228149238	
13.5	38.1892375	9.86635211863771	22.74	40.431596875	5.88736109162432	35.28	42.419321875	3.72518781199389	58.32	44.812515625	2.1469839526336	93.66	46.982165625	1.30275814877811	150.42	49.06408125	0.806626035927469	252.48	51.33569375	0.478091459747851	
14.58	36.9607	13.0921315623709	26.46	39.688784375	6.98557119738528	38.1	42.04440625	4.06106308450713	59.94	44.340053125	2.39372936967691	93.42	46.27865	1.53184689590877	147.72	48.299034375	0.962004100865713	253.56	50.669959375	0.557294071905818	
17.22	37.219640625	12.3343508675194	26.1	40.458515625	5.85098248933821	40.74	42.56590625	3.60155238371717	60.96	44.650959375	2.22835522448788	97.38	46.595015625	1.42422563462868	155.1	48.767065625	0.863721635346216	257.58	51.065078125	0.508829811950204	
13.32	39.0288625	8.13193897484924	18.9	41.428815625	4.67949296133209	30.42	43.175928125	3.12959074196136	46.26	45.569253125	1.80366155485645	74.64	47.337053125	1.20053561509966	121.56	49.50390625	0.728936564937976	204.24	51.58725625	0.451185086346537	
12.96	38.381690625	9.43868078097231	19.62	40.988353125	5.17898971283309	32.04	43.2172375	3.09996371792834	48.78	45.5683625	1.80403147684821	80.46	47.410940625	1.18028339809827	127.86	49.458821875	0.736543113581191	210.3	51.690321875	0.440603734006906	
13.38	38.065328125	10.1519050777166	20.82	40.947625	5.22778671608644	33.54	43.2896125	3.04873102881577	50.58	45.269490625	1.93255248892315	80.64	47.15583125	1.25169130643012	131.52	49.1563875	0.789662675317981	221.64	51.45224375	0.465431728537952	
14.58	38.00373125	10.2969175646284	23.22	40.5608	5.71479111530277	33.54	42.687634375	3.50200630272202	52.98	44.946440625	2.08178702957479	81.84	46.981540625	1.30294564423749	130.14	48.944128125	0.829215761347736	212.64	51.0201125	0.514125459736171	
16.14	37.512559375	11.5298703383036	24.72	40.504421875	5.78946154207116	34.14	42.854328125	3.37013694226904	52.86	45.0426625	2.03617035823365	81.96	47.136953125	1.25714406200121	129.24	49.17450625	0.786375068217675	206.04	51.41269375	0.469689645260229	
16.14	38.186065625	9.87356065289824	25.86	41.433284375	4.67468039057422	36.42	43.453221875	2.93601434641974	56.16	45.45330625	1.8524638252416	81.42	47.4033	1.18236172069466	127.5	49.406465625	0.745476226778743	205.62	51.54335625	0.455768951083815	
16.32	38.3127625	9.58967990101406	24.54	40.80710625	5.39970129537755	34.74	43.56575625	2.86091355797234	49.92	45.62720625	1.77975300901436	70.68	47.44543125	1.17094699355314	115.62	49.43458125	0.740665704765141	192	51.53218125	0.456943218002565	
12.12	37.99484375	10.3180109840905	21.06	41.0249125	5.13557541180007	27.6	43.385346875	2.98226116634582	43.68	45.420290625	1.86660015849137	65.7	47.58765625	1.13322131814605	107.88	49.80780625	0.67967255858258	177.12	51.933740625	0.41658756126695	
11.58	39.354546875	7.54441679785866	14.88	42.073884375	4.0335915949638	25.26	44.363684375	2.38073975091247	35.46	46.3825625	1.49562980380549	58.92	48.487253125	0.921202373720877	95.64	50.4475625	0.586575758503357	160.26	52.681959375	0.350658542519003	
12.66	39.306903125	7.62763755534313	17.64	42.369053125	3.76855665238312	24.96	44.66476875	2.22128091835479	35.7	46.741659375	1.3769381199775	55.8	48.658990625	0.885485182831005	92.52	50.829484375	0.537194952495216	153.66	52.861709375	0.336441393705214	
9.96	39.9514125	6.5756563860646	13.68	42.9972875	3.26100609755964	22.92	45.410040625	1.87101081719344	30.96	47.515640625	1.15216929806055	45.96	49.548940625	0.721416877460326	78.42	51.7091375	0.43869896608134	130.02	53.943778125	0.262242181128156	
5.94	41.91049375	4.18823446098611	8.82	44.39619375	2.36298511472901	13.26	46.27394375	1.53350778784614	21.42	48.459928125	0.927016679581653	35.28	50.58685625	0.56806068853777	61.74	52.68054375	0.350772861703818	107.82	55.102859375	0.200814201812962	
6.36	42.35181875	3.78354136020269	8.28	44.6651625	2.221079536631	13.38	46.83819375	1.34666938136116	19.02	48.551534375	0.907667788458984	30.54	50.55676875	0.572009821638617	55.8	52.879490625	0.335066723116466	99.06	55.136959375	0.199243619846038	
5.4	42.024725	4.07950867389398	8.4	45.092428125	2.01297113963697	13.86	47.064725	1.27822662901336	20.76	48.813871875	0.854462826361801	34.14	50.7038875	0.552957319084249	62.28	53.316409375	0.302997763839564	102.6	55.56163125	0.180682976301899	
5.28	42.3935	3.74740266121807	8.34	45.100459375	2.00925206510883	12.06	46.99200625	1.29980958700328	17.58	48.72070625	0.872990938586563	31.14	50.84846875	0.534851829732732	54.6	53.04364375	0.322638348426263	99.24	55.438071875	0.185897339083781	
