frame_id	phi	theta	est_phi	est_theta	err_phi	err_theta	speed	err_ang
0	63	23	0	0	65.30
1	63	24	0	0	65.50
2	63	24	0	0	65.50
3	63	24	0	0	65.50
4	64	24	0	0	66.39
5	64	24	0	0	66.39
6	64	24	0	0	66.39
7	64	24	0	0	66.39
8	64	24	0	0	66.39
9	65	24	0	0	67.29
10	65	24	0	0	67.29
11	65	23	0	0	67.11
12	65	23	0	0	67.11
13	65	23	0	0	67.11
14	65	23	0	0	67.11
15	66	23	0	0	68.01
16	66	23	0	0	68.01
17	66	20	0	0	67.53
18	66	20	0	0	67.53
19	66	16	0	0	66.98
20	66	16	0	0	66.98
21	66	12	0	0	66.56
22	66	12	0	0	66.56
23	65	9	0	0	65.33
24	65	9	0	0	65.33
25	65	5	0	0	65.10
26	65	5	0	0	65.10
27	64	2	0	0	64.02
28	64	2	0	0	64.02
29	63	-3	0	0	63.04
30	63	-3	0	0	63.04
31	63	-5	0	0	63.11
32	63	-5	63	23	28.00
33	62	-6	63	23	29.02
34	62	-6	63	23	29.02
35	62	-8	63	23	31.02
36	62	-8	63	23	31.02
37	61	-10	63	23	33.06
38	61	-12	63	23	35.05
39	61	-12	63	23	35.05
40	60	-14	63	23	37.12
41	60	-14	63	23	37.12
42	59	-16	63	23	39.20
43	59	-16	63	23	39.20
44	58	-17	63	23	40.30
45	58	-17	63	23	40.30
46	56	-18	63	23	41.57
47	56	-18	63	23	41.57
48	54	-20	63	23	43.89
49	54	-20	63	23	43.89
50	47	-23	63	23	48.56
51	47	-23	63	23	48.56
52	44	-23	63	23	49.57
53	44	-23	63	23	49.57
54	39	-23	63	23	51.58
55	39	-23	63	23	51.58
56	35	-23	63	23	53.45
57	35	-23	63	23	53.45
58	30	-23	63	23	56.09
59	30	-23	63	23	56.09
60	26	-23	63	23	58.40
61	26	-23	63	23	58.40
62	22	-23	63	23	60.87
63	19	-22	63	23	62.12
64	16	-21	63	-33	43.18
65	16	-21	63	-33	43.18
66	13	-20	63	-34	46.21
67	13	-20	63	-35	46.29
68	10	-20	63	-36	48.81
69	10	-20	63	-37	48.89
70	9	-19	63	-38	50.33
71	9	-19	63	-39	50.45
72	8	-19	63	-40	51.34
73	8	-19	63	-40	51.34
74	6	-19	63	-41	52.97
75	6	-19	63	-42	53.09
76	5	-18	63	-43	54.60
77	5	-18	63	-44	54.75
78	4	-18	63	-45	55.61
79	4	-18	63	-46	55.77
80	4	-17	63	-47	56.65
81	4	-17	63	-47	56.65
82	3	-17	63	-48	57.51
83	3	-17	63	-49	57.70
84	3	-17	63	-50	57.91
85	3	-17	63	-51	58.12
86	3	-17	63	-52	58.35
87	3	-17	63	-53	58.58
88	3	-17	63	-54	58.83
89	3	-17	63	-54	58.83
90	3	-17	63	-55	59.09
91	3	-17	63	-56	59.35
92	3	-17	63	-57	59.63
93	3	-17	63	-58	59.91
94	3	-17	63	-59	60.21
95	3	-17	63	-60	60.51
96	3	-17	-31	-37	35.99
97	3	-17	-32	-37	36.72
98	3	-18	-33	-38	37.20
99	3	-18	-35	-38	38.66
100	2	-18	-36	-39	39.02
101	2	-18	-38	-39	40.48
102	2	-18	-39	-40	41.54
103	2	-18	-41	-40	42.99
104	2	-18	-42	-41	44.02
105	2	-18	-44	-41	45.47
106	1	-18	-45	-42	45.75
107	1	-18	-47	-42	47.18
108	1	-17	-48	-43	48.83
109	1	-17	-50	-43	50.24
110	0	-17	-51	-44	50.50
111	0	-17	-53	-44	51.90
112	-2	-16	-54	-45	52.17
113	-2	-16	-55	-45	52.85
114	-4	-16	-57	-46	53.12
115	-4	-16	-58	-46	53.79
116	-7	-15	-60	-47	54.14
117	-7	-15	-61	-47	54.80
118	-9	-12	-63	-48	57.37
119	-9	-12	-64	-48	58.00
120	-9	-11	-66	-49	60.35
121	-9	-11	-67	-49	60.97
122	-9	-11	-69	-50	62.51
123	-9	-11	-70	-50	63.12
124	-9	-10	-72	-51	65.40
125	-9	-10	-73	-51	66.01
126	-8	-10	-75	-52	68.05
127	-8	-10	-76	-52	68.66
128	-6	-9	-10	-13	5.60
129	-6	-9	-10	-12	4.95
130	-3	-8	-10	-12	7.97
131	-3	-8	-11	-12	8.83
132	-3	-8	-11	-12	8.83
133	-3	-8	-12	-12	9.72
134	-3	-7	-12	-12	10.19
135	-3	-7	-12	-12	10.19
136	-2	-7	-13	-12	11.94
137	-2	-7	-13	-11	11.57
138	-2	-7	-14	-11	12.51
139	-2	-7	-14	-11	12.51
140	-2	-7	-14	-11	12.51
141	-2	-7	-15	-11	13.45
142	-3	-8	-15	-11	12.21
143	-3	-8	-16	-11	13.17
144	-3	-7	-16	-11	13.45
145	-3	-7	-16	-10	13.20
146	-3	-7	-17	-10	14.17
147	-3	-7	-17	-10	14.17
148	-4	-7	-18	-10	14.17
149	-4	-7	-18	-10	14.17
150	-5	-7	-18	-10	13.20
151	-5	-7	-19	-10	14.17
152	-4	-7	-19	-10	15.13
153	-4	-7	-20	-9	15.97
154	-3	-7	-20	-9	16.95
155	-3	-7	-20	-9	16.95
156	-3	-7	-21	-9	17.93
157	-3	-7	-21	-9	17.93
158	-2	-7	-22	-9	19.90
159	-2	-7	-22	-9	19.90
160	-1	-7	-15	-1	15.19
161	-1	-7	-15	0	15.62
162	0	-7	-15	0	16.52
163	0	-7	-15	0	16.52
164	4	-9	-16	0	21.86
165	4	-9	-16	0	21.86
166	5	-9	-16	0	22.77
167	5	-9	-16	0	22.77
168	5	-9	-17	1	24.09
169	5	-9	-17	1	24.09
170	5	-8	-17	1	23.71
171	5	-8	-18	1	24.64
172	5	-9	-18	2	25.42
173	5	-9	-18	2	25.42
174	5	-9	-18	2	25.42
175	6	-9	-19	2	27.23
176	6	-9	-19	3	27.66
177	5	-10	-19	3	27.21
178	4	-10	-20	3	27.21
179	4	-10	-20	3	27.21
180	4	-10	-20	4	27.70
181	3	-10	-20	4	26.85
182	3	-10	-21	4	27.70
183	2	-10	-21	4	26.85
184	2	-10	-21	5	27.38
185	2	-10	-22	5	28.22
186	2	-10	-22	5	28.22
187	1	-10	-22	5	27.38
188	1	-10	-22	6	27.94
189	1	-10	-23	6	28.77
190	1	-10	-23	6	28.77
191	0	-10	-23	6	27.94
192	0	-9	4	-5	5.64
193	0	-9	4	-4	6.39
194	0	-9	4	-4	6.39
195	0	-9	4	-4	6.39
196	0	-9	4	-4	6.39
197	0	-9	4	-4	6.39
198	1	-9	4	-4	5.82
199	2	-9	5	-4	5.82
200	2	-9	5	-4	5.82
201	2	-9	5	-4	5.82
202	4	-7	5	-4	3.16
203	4	-7	5	-4	3.16
204	4	-8	5	-4	4.12
205	4	-8	6	-4	4.47
206	6	-7	6	-4	3.00
207	6	-7	6	-4	3.00
