frame_id	phi	theta	est_phi	est_theta	err_phi	err_theta	speed	err_ang
0	37	8	0	0	37.73
1	37	8	0	0	37.73
2	37	8	0	0	37.73
3	37	8	0	0	37.73
4	37	8	0	0	37.73
5	37	8	0	0	37.73
6	37	8	0	0	37.73
7	37	8	0	0	37.73
8	37	8	0	0	37.73
9	37	8	0	0	37.73
10	37	8	0	0	37.73
11	37	8	0	0	37.73
12	37	8	0	0	37.73
13	37	7	0	0	37.56
14	37	7	0	0	37.56
15	37	7	0	0	37.56
16	37	6	0	0	37.41
17	37	5	0	0	37.29
18	37	5	0	0	37.29
19	36	5	0	0	36.30
20	36	4	0	0	36.19
21	36	4	0	0	36.19
22	36	4	0	0	36.19
23	36	4	0	0	36.19
24	36	4	0	0	36.19
25	35	2	0	0	35.05
26	35	2	0	0	35.05
27	34	1	0	0	34.01
28	34	1	0	0	34.01
29	34	1	0	0	34.01
30	32	0	0	0	32.00
31	30	-2	0	0	30.06
32	30	-2	37	8	12.20
33	28	-4	37	8	14.99
34	26	-5	37	8	17.01
35	26	-5	37	8	17.01
36	24	-6	37	8	19.08
37	24	-6	37	8	19.08
38	23	-7	37	8	20.49
39	22	-7	37	8	21.18
40	22	-7	37	8	21.18
41	22	-7	37	8	21.18
42	22	-7	37	8	21.18
43	22	-7	37	8	21.18
44	22	-7	37	8	21.18
45	22	-7	37	8	21.18
46	22	-8	37	8	21.90
47	22	-8	37	8	21.90
48	22	-8	37	8	21.90
49	21	-9	37	8	23.30
50	21	-9	37	8	23.30
51	21	-9	37	8	23.30
52	19	-11	37	8	26.11
53	17	-15	37	8	30.37
54	17	-15	37	8	30.37
55	15	-16	37	8	32.41
56	13	-16	37	8	33.77
57	13	-16	37	8	33.77
58	11	-17	37	8	35.86
59	8	-18	37	8	38.67
60	8	-18	37	8	38.67
61	6	-17	37	8	39.55
62	6	-17	37	8	39.55
63	6	-17	37	8	39.55
64	5	-18	23	-12	18.38
65	5	-18	22	-12	17.47
66	5	-18	22	-12	17.47
67	5	-18	22	-12	17.47
68	6	-18	22	-13	16.20
69	6	-18	21	-13	15.29
70	6	-18	21	-13	15.29
71	6	-17	21	-14	14.76
72	6	-17	21	-14	14.76
73	6	-17	21	-14	14.76
74	6	-17	20	-15	13.60
75	6	-17	20	-15	13.60
76	5	-16	20	-15	14.49
77	5	-16	20	-16	14.42
78	5	-16	19	-16	13.46
79	5	-16	19	-16	13.46
80	5	-15	19	-17	13.60
81	5	-15	19	-17	13.60
82	5	-14	19	-17	13.82
83	5	-14	18	-17	12.88
84	5	-13	18	-18	13.48
85	5	-13	18	-18	13.48
86	6	-11	18	-18	13.56
87	6	-11	17	-19	13.29
88	7	-11	17	-19	12.53
89	7	-11	17	-19	12.53
90	8	-10	17	-20	13.24
91	8	-10	17	-20	13.24
92	8	-10	16	-20	12.63
93	8	-10	16	-21	13.42
94	7	-9	16	-21	14.81
95	7	-9	16	-21	14.81
96	7	-9	-20	-34	35.21
97	8	-10	-20	-34	35.12
98	8	-10	-21	-35	36.37
99	10	-10	-22	-35	38.40
100	10	-10	-23	-36	39.62
101	10	-10	-23	-36	39.62
102	10	-10	-24	-37	40.84
103	11	-9	-25	-37	42.92
104	11	-9	-26	-38	44.12
105	10	-8	-27	-38	44.86
106	10	-8	-27	-39	45.40
107	10	-8	-28	-39	46.05
108	10	-8	-29	-40	47.23
109	11	-8	-30	-40	48.55
110	11	-8	-30	-41	49.05
111	12	-9	-31	-41	49.62
112	12	-8	-32	-42	51.50
113	12	-8	-33	-42	52.16
114	12	-9	-34	-43	52.52
115	13	-11	-34	-43	51.70
116	13	-11	-35	-44	52.77
117	13	-11	-36	-44	53.43
118	14	-12	-37	-45	54.39
119	14	-12	-37	-45	54.39
120	14	-12	-38	-46	55.40
121	15	-12	-39	-46	56.71
122	15	-12	-40	-47	57.68
123	15	-13	-41	-47	57.58
124	14	-13	-41	-48	57.24
125	14	-13	-42	-48	57.88
126	14	-14	-43	-49	58.04
127	14	-14	-44	-49	58.67
128	14	-14	9	0	14.85
129	13	-15	9	0	15.51
130	13	-16	9	0	16.48
131	13	-16	9	0	16.48
132	13	-16	9	1	17.45
133	13	-16	9	1	17.45
134	13	-16	9	1	17.45
135	13	-16	9	1	17.45
136	14	-17	9	2	19.63
137	14	-17	9	2	19.63
138	13	-17	9	2	19.41
139	12	-17	9	3	20.22
140	12	-17	9	3	20.22
141	11	-18	9	3	21.09
142	10	-18	9	3	21.02
143	10	-18	9	4	22.02
144	12	-18	10	4	22.09
145	12	-18	10	4	22.09
146	12	-18	10	5	23.08
147	13	-19	10	5	24.18
148	14	-19	10	5	24.32
149	14	-19	10	5	24.32
150	15	-20	10	6	26.46
151	15	-20	10	6	26.46
152	15	-20	10	6	26.46
153	15	-21	10	7	28.43
154	14	-20	10	7	27.29
155	14	-20	10	7	27.29
156	14	-20	10	7	27.29
157	15	-20	10	8	28.43
158	15	-20	10	8	28.43
159	15	-20	10	8	28.43
160	15	-20	21	-19	5.74
161	15	-20	21	-19	5.74
162	16	-19	21	-19	4.73
163	16	-19	21	-19	4.73
164	16	-18	21	-19	4.85
165	16	-18	22	-19	5.78
166	16	-18	22	-19	5.78
167	16	-18	22	-20	6.01
168	16	-18	22	-20	6.01
169	15	-17	22	-20	7.28
170	14	-17	23	-20	9.04
171	14	-17	23	-20	9.04
172	13	-17	23	-20	9.94
173	12	-19	23	-21	10.53
174	12	-19	24	-21	11.45
175	11	-20	24	-21	12.21
176	10	-20	24	-21	13.15
177	10	-20	24	-21	13.15
178	10	-22	24	-21	13.06
179	10	-21	25	-21	14.00
180	10	-21	25	-22	13.99
181	10	-21	25	-22	13.99
182	10	-21	25	-22	13.99
183	10	-21	26	-22	14.91
184	9	-21	26	-22	15.84
185	9	-21	26	-22	15.84
