frame_id	phi	theta	est_phi	est_theta	err_phi	err_theta	speed	err_ang
0	18	10	0	0	20.51
1	20	11	0	0	22.72
2	20	11	0	0	22.72
3	26	11	0	0	28.08
4	26	11	0	0	28.08
5	28	10	0	0	29.60
6	28	9	0	0	29.30
7	28	9	0	0	29.30
8	28	9	0	0	29.30
9	28	9	0	0	29.30
10	28	8	0	0	29.03
11	28	8	0	0	29.03
12	28	8	0	0	29.03
13	28	12	0	0	30.27
14	28	12	0	0	30.27
15	27	17	0	0	31.56
16	26	21	0	0	32.96
17	26	21	0	0	32.96
18	21	27	0	0	33.71
19	21	27	0	0	33.71
20	19	30	0	0	35.03
21	17	31	0	0	34.94
22	17	31	0	0	34.94
23	15	33	0	0	35.89
24	15	33	0	0	35.89
25	12	34	0	0	35.81
26	10	34	0	0	35.27
27	10	34	0	0	35.27
28	5	34	0	0	34.32
29	5	34	0	0	34.32
30	2	33	0	0	33.05
31	1	33	0	0	33.01
32	1	33	18	10	27.82
33	3	33	18	10	26.83
34	3	33	18	10	26.83
35	3	32	18	10	26.01
36	3	31	18	10	25.20
37	3	31	18	10	25.20
38	3	30	18	10	24.41
39	3	30	18	10	24.41
40	3	30	18	10	24.41
41	3	28	18	10	22.86
42	3	28	18	10	22.86
43	4	17	18	10	15.30
44	4	17	18	10	15.30
45	2	7	18	10	16.10
46	1	3	18	10	18.27
47	1	3	18	10	18.27
48	0	4	18	10	18.84
49	0	3	18	10	19.19
50	0	3	18	10	19.19
51	0	2	18	10	19.59
52	0	2	18	10	19.59
53	-1	1	18	10	20.93
54	-1	0	18	10	21.38
55	-1	0	18	10	21.38
56	-1	0	18	10	21.38
57	-1	0	18	10	21.38
58	0	0	18	10	20.51
59	0	0	18	10	20.51
60	0	0	18	10	20.51
61	0	-1	18	10	21.02
62	0	-1	18	10	21.02
63	1	-1	18	10	20.18
64	2	-2	-16	56	59.83
65	3	-3	-16	56	61.01
66	3	-3	-17	57	62.15
67	3	-3	-17	58	63.07
68	4	-4	-18	58	64.47
69	4	-3	-18	59	64.40
70	4	-3	-19	60	65.52
71	4	-3	-19	61	66.43
72	4	-3	-20	61	66.64
73	3	-4	-20	62	68.31
74	4	-4	-21	63	69.62
75	4	-4	-21	63	69.62
76	4	-4	-22	64	70.71
77	4	-4	-22	65	71.60
78	3	-3	-23	66	71.50
79	3	-3	-23	66	71.50
80	3	-3	-24	67	72.57
81	4	-4	-25	68	74.80
82	4	-4	-25	68	74.80
83	4	-4	-26	69	75.85
84	4	-3	-26	70	75.72
85	4	-3	-27	71	76.75
86	4	-4	-27	71	77.74
87	4	-4	-28	72	78.75
88	4	-4	-28	73	79.59
89	4	-4	-29	73	79.75
90	4	-4	-29	74	80.59
91	4	-4	-30	75	81.57
92	4	-4	-30	76	82.39
93	5	-3	-31	76	81.68
94	8	-1	-31	77	80.92
95	8	-1	-32	78	81.83
96	16	1	3	-37	39.87
97	16	1	3	-38	40.80
98	21	1	3	-39	43.28
99	23	1	3	-40	44.89
100	23	1	3	-41	45.76
101	26	2	3	-42	48.68
102	26	2	3	-43	49.53
103	28	2	3	-44	51.15
104	29	2	3	-45	52.38
105	29	2	3	-46	53.21
106	30	2	3	-47	54.42
107	30	2	3	-49	56.09
108	30	2	3	-50	56.93
109	30	2	3	-51	57.77
110	30	2	3	-52	58.62
111	31	2	3	-53	59.79
112	31	2	3	-54	60.63
113	32	2	3	-55	61.79
114	34	3	3	-56	64.20
115	34	3	3	-57	65.02
116	39	5	3	-58	69.32
117	39	5	3	-59	70.10
118	47	7	3	-61	76.14
119	50	7	3	-62	77.87
120	50	7	3	-63	78.54
121	53	9	3	-64	82.08
122	53	9	3	-65	82.73
123	55	11	3	-66	85.90
124	58	11	3	-67	87.46
125	58	11	3	-68	88.05
126	63	10	3	-69	89.18
127	63	10	3	-70	89.70
128	68	10	30	4	38.16
129	71	10	30	4	41.10
130	71	10	30	4	41.10
131	76	10	31	4	45.03
132	76	10	31	4	45.03
133	80	9	32	4	47.92
134	84	9	32	4	51.87
135	84	9	33	4	50.88
136	89	8	33	4	55.80
137	89	8	33	4	55.80
138	93	8	34	4	58.77
139	96	7	34	5	61.65
140	96	7	35	5	60.66
141	100	7	35	5	64.63
142	100	7	36	5	63.64
143	103	6	36	5	66.66
144	105	6	37	5	67.65
145	105	6	37	5	67.65
146	110	5	37	5	72.68
147	110	5	38	5	71.68
148	115	4	38	5	76.72
149	117	3	39	5	77.80
150	117	3	39	6	77.76
151	122	3	40	6	81.74
152	122	3	40	6	81.74
153	124	3	40	6	83.73
154	127	3	41	6	85.71
155	127	3	41	6	85.71
156	131	3	42	6	88.69
157	131	3	42	6	88.69
158	133	3	43	6	89.69
159	136	3	43	6	92.67
160	136	3	120	19	22.38
161	138	4	121	19	22.38
162	141	5	123	19	22.45
163	141	5	124	19	21.70
164	143	5	126	20	22.33
165	143	5	128	20	20.93
166	145	6	129	20	20.92
167	147	7	131	20	20.24
168	147	7	133	21	19.48
169	150	8	134	21	20.19
170	150	8	136	21	18.75
171	153	8	137	22	20.82
172	155	8	139	22	20.82
173	155	8	141	22	19.43
174	158	8	142	22	20.82
175	158	8	144	23	20.14
176	161	8	146	23	20.79
177	164	8	147	23	22.17
178	164	8	149	24	21.50
179	167	9	150	24	22.10
180	167	9	152	24	20.74
181	169	9	154	24	20.74
182	170	9	155	25	21.45
183	170	9	157	25	20.23
184	173	9	159	25	20.82
185	173	9	160	26	21.00
186	174	10	162	26	19.62
187	175	10	163	26	19.62
188	175	10	165	26	18.59
189	177	12	167	27	17.70
190	177	12	168	27	17.22
191	177	14	170	27	14.55
192	177	16	-156	-4	33.37
193	177	16	-154	-4	34.97
194	177	20	-152	-4	38.77
195	177	20	-150	-4	40.33
196	177	23	-148	-4	43.54
197	177	25	-146	-5	46.83
198	177	25	-144	-5	48.33
199	177	26	-142	-5	50.39
200	177	26	-139	-5	52.71
201	177	26	-137	-5	54.28
202	178	26	-135	-6	55.68
203	178	26	-133	-6	57.27
204	179	28	-131	-6	58.98
205	179	28	-129	-6	60.56
206	179	29	-127	-7	63.18
207	179	31	-125	-7	65.61
208	179	31	-122	-7	67.95
209	179	33	-120	-7	70.29
210	179	33	-118	-7	71.85
211	-179	34	-116	-8	72.85
212	-178	35	-114	-8	73.99
213	-178	35	-112	-8	75.52
214	-178	35	-110	-8	77.05
215	-178	35	-108	-9	79.22
216	-178	36	-105	-9	81.86
217	-178	37	-103	-9	83.68
218	-178	37	-101	-9	85.22
219	-178	38	-99	-9	87.01
220	-178	38	-97	-10	89.17
221	-178	39	-95	-10	90.92
222	-178	42	-93	-10	93.00
223	-178	42	-91	-10	94.47
224	-178	47	-142	29	33.16
225	-178	47	-141	29	33.80
226	-177	49	-140	29	34.50
227	-177	49	-139	30	34.40
228	-177	49	-137	30	35.65
229	-176	50	-136	31	35.25
230	-176	50	-135	31	35.87
231	-175	51	-134	31	36.16
232	-174	53	-132	32	36.63
233	-174	53	-131	32	37.21
234	-171	56	-130	33	36.34
235	-171	56	-128	33	37.39
236	-170	55	-127	33	37.06
237	-169	54	-126	34	36.02
238	-169	54	-125	34	36.59
239	-168	55	-123	35	36.67
240	-168	55	-122	35	37.23
241	-166	55	-121	35	36.67
242	-165	55	-119	36	36.50
243	-165	55	-118	36	37.06
244	-165	55	-117	37	36.92
245	-165	55	-116	37	37.49
246	-165	55	-114	37	38.62
247	-165	55	-113	38	38.50
248	-165	55	-112	38	39.07
249	-164	54	-110	39	38.96
250	-164	54	-109	39	39.54
251	-165	53	-108	39	40.77
252	-167	48	-107	40	42.78
253	-167	48	-105	40	44.08
254	-169	41	-104	41	47.85
255	-169	41	-103	41	48.54
256	-171	40	-173	78	38.01
257	-171	40	-172	78	38.00
258	-171	40	-172	79	39.00
259	-171	38	-172	80	42.00
260	-171	38	-172	81	43.00
261	-171	36	-172	82	46.00
262	-171	34	-172	83	49.00
263	-171	34	-171	84	50.00
264	-172	32	-171	85	53.00
265	-172	32	-171	86	54.00
266	-173	31	-171	87	56.00
267	-173	31	-171	88	57.00
268	-173	31	-171	89	58.00
269	-173	31	-170	90	59.00
270	-173	31	-170	90	59.00
271	-175	30	-170	90	60.00
272	-175	30	-170	90	60.00
273	-175	30	-170	90	60.00
274	-175	30	-170	90	60.00
275	-175	30	-170	90	60.00
276	-175	30	-169	90	60.00
277	-175	29	-169	90	61.00
278	-175	29	-169	90	61.00
279	-176	29	-169	90	61.00
280	-176	29	-169	90	61.00
281	-176	29	-169	90	61.00
282	-177	29	-168	90	61.00
283	-177	29	-168	90	61.00
284	-177	29	-168	90	61.00
285	-178	29	-168	90	61.00
286	-178	29	-168	90	61.00
287	-178	28	-168	90	62.00
288	-178	28	-164	33	13.04
289	-178	28	-163	32	13.58
290	-178	28	-163	32	13.58
291	-178	28	-163	32	13.58
292	-179	27	-163	32	14.78
293	-179	27	-162	31	15.38
