0	5.53
1	1.30
2	0.00
3	0.94
4	3.34
5	2.84
6	0.00
7	2.08
8	18.42
9	9.02
10	34.91
11	27.01
12	26.59
13	27.84
14	59.36
15	33.20
16	31.61
17	50.87
18	6.04
19	21.58
20	16.86
21	28.23
22	44.99
23	42.28
24	17.81
25	42.91
26	33.60
27	67.15
28	51.15
29	2.76
30	16.75
31	44.60
32	58.60
33	40.98
34	31.70
35	14.93
36	11.18
37	33.84
38	8.47
39	22.75
40	7.86
41	0.94
42	6.62
43	50.32
44	13.68
45	7.02
46	49.75
47	20.00
48	23.13
49	15.75
50	7.82
51	3.75
52	29.33
53	2.68
54	17.12
55	6.04
