0	11.66
1	6.34
2	2.64
3	13.37
4	5.29
5	8.36
6	7.53
7	20.58
8	49.59
9	33.80
10	7.52
11	5.91
12	5.70
13	0.94
14	2.10
15	0.94
16	1.87
17	12.30
18	11.23
19	2.65
20	30.30
21	8.46
22	8.06
23	18.95
24	38.39
25	22.30
26	26.31
27	12.74
28	3.74
29	24.89
30	15.44
31	6.56
32	16.89
33	23.46
34	15.49
35	7.72
36	5.01
37	3.24
38	5.84
39	19.42
40	25.52
41	9.37
42	31.93
43	32.17
44	4.11
45	3.94
46	13.85
47	25.93
48	7.79
49	2.06
50	19.47
51	22.36
52	15.40
53	24.59
54	4.67
55	1.32
