45.713	43.1644	40.6829		38.2956	33.6217		35.9808	
46.4977	44.1121	41.7961		39.5075	35.0791		37.3162	
48.485	46.3043	44.2277		42.1643	38.0639		40.1549	
50.0059	47.9147	45.9402		43.9377	39.9392		41.9951	
52.6316	50.5	48.4938		46.5813	42.6287		44.7249	
50.7389	48.6193	46.5903		44.6554	40.9014		42.8607	
48.8179	46.7282	44.7016		42.6523	38.4996		40.6414	
47.7694	45.6446	43.7116		41.5591	36.9087		39.3559	
49.9069	47.7744	45.7667		43.7229	39.6532		41.7375	
48.6089	46.3741	44.2556		42.2459	38.252		40.2355	
48.9666	46.9923	45.0329		43.0074	38.868		40.9417	
48.1286	45.9254	43.825		41.6457	37.3928		39.502	
47.7055	45.5184	43.3812		41.2684	37.0099		39.1055	
48.0984	45.9212	43.7992		41.6645	37.4497		39.5784	
49.1003	47.0349	45.0206		42.9945	38.8996		40.9024	
49.6899	47.6764	45.7477		43.7032	39.7449		41.713	
50.0153	47.9869	45.9296		43.9736	39.8425		41.9035	
49.4611	47.4339	45.4266		43.4251	39.3968		41.3727	
49.1511	47.0274	44.9748		42.8948	38.7668		40.8728	
50.3909	48.3095	46.2767		44.3094	40.3357		42.2789	
48.2711	46.0993	43.9908		41.8849	37.7354		39.8183	
47.7162	45.5213	43.3257		41.1616	37.0772		39.0986	
48.4058	46.4364	44.456		42.4108	38.3471		40.3634	
50.911	48.9256	47.0786		45.1601	41.0056		43.1537	
50.5386	48.5211	46.6641		44.7294	40.7789		42.6993	
49.2244	47.1077	45.1792		43.2406	39.0778		41.1046	
48.8306	46.7834	44.7766		42.6927	38.5968		40.6803	
50.0761	48.0916	46.1661		44.2474	40.2648		42.3454	
