45.683	43.2788	40.937		38.6152	34.1239		36.3339	
46.9198	44.5516	42.3091		40.0036	35.5971		37.807	
48.6333	46.395	44.276		42.0935	37.9186		39.973	
50.4296	48.3239	46.281		44.1752	40.0079		42.1361	
50.225	48.2904	46.2992		44.2294	40.2787		42.1993	
48.173	46.0079	43.8841		41.7464	37.5438		39.6485	
47.5078	45.1975	42.9557		40.7209	36.4727		38.5524	
48.4246	46.1242	43.9064		41.6861	37.5255		39.6147	
49.5081	47.4005	45.3136		43.196	39.0863		41.143	
50.0572	48.0656	46.1228		44.0869	40.1102		42.1798	
49.566	47.5535	45.5265		43.4554	39.3926		41.4257	
48.9424	46.863	44.8262		42.7964	38.7475		40.7554	
48.8609	46.8205	44.7433		42.6059	38.43		40.4762	
48.5952	46.3523	44.1664		41.9545	37.6991		39.8982	
46.9316	44.5888	42.3335		40.0303	35.6363		37.8037	
47.7969	45.6284	43.533		41.348	37.084		39.1783	
46.2929	43.9947	41.7101		39.4115	35.0344		37.1992	
46.5919	44.3669	42.1596		39.9143	35.6257		37.7028	
47.2551	45.0302	42.8271		40.6311	36.2781		38.4585	
48.1281	45.9147	43.749		41.5296	37.3199		39.4179	
48.1387	45.9783	43.9087		41.6583	37.5038		39.615	
49.0043	46.6928	44.4554		42.1417	37.9766		40.0826	
49.7719	47.6132	45.4475		43.2336	39.094		41.1464	
48.2174	46.0112	43.8146		41.5692	37.2833		39.3392	
48.0464	45.8575	43.7395		41.5253	37.2771		39.4113	
49.0198	46.9573	44.8971		42.772	38.6883		40.6967	
50.1921	48.0919	46.0417		43.958	39.9704		42.0304	
50.4157	48.2086	46.149		44.028	40.0271		42.0718	
