49.8809	47.7347	45.6556		43.587	39.5574		41.6209	
48.7944	46.6719	44.5224		42.3918	38.2321		40.283	
48.369	46.2801	44.2138		42.0928	37.9768		40.011	
49.6469	47.6947	45.7143		43.7259	39.6274		41.6652	
50.1618	48.1782	46.2375		44.1876	40.2886		42.1776	
48.6791	46.7012	44.6867		42.6066	38.4691		40.5915	
49.695	47.658	45.6938		43.6163	39.6434		41.6658	
50.215	48.0898	45.973		43.9594	39.9989		41.9566	
51.1115	48.8319	46.7801		44.8022	40.9564		42.8291	
53.2013	50.9328	48.8518		47.0302	43.6706		45.3007	
55.8709	53.5233	51.3514		49.5594	46.7876		48.2478	
52.7892	50.8019	48.8894		46.8669	43.3357		45.1149	
51.5837	49.5254	47.6389		45.662	41.7247		43.7285	
51.9133	49.7823	47.834		45.8649	41.9515		43.9094	
52.4536	50.4539	48.5481		46.6868	43.1328		44.7929	
52.714	50.666	48.7623		46.8835	43.077		45.0159	
51.8185	49.6454	47.656		45.7315	41.9777		43.8653	
50.4453	48.304	46.3496		44.3947	40.7216		42.5448	
52.3766	50.3566	48.4759		46.7319	43.0047		44.7561	
51.6153	49.6783	47.7955		45.9769	42.2373		44.0936	
52.0748	50.1304	48.292		46.3439	42.567		44.521	
54.4276	52.2563	50.3125		48.4107	44.8016		46.7017	
55.4238	53.2548	51.1873		49.3284	45.7744		47.4274	
52.5905	50.534	48.5763		46.5916	42.3509		44.5024	
51.383	49.3391	47.3747		45.3836	41.4574		43.421	
49.8017	47.6878	45.6621		43.571	39.6139		41.5226	
51.0957	49.0502	47.1443		45.1422	41.3221		43.2751	
51.8404	49.8395	47.9136		45.9351	42.2905		44.0343	
