46.8285	44.5729	42.4359		40.2875	36.009		38.1486	
46.8338	44.5728	42.3436		40.1162	35.7653		37.9407	
46.1029	43.7723	41.4663		39.1768	34.8322		37.0288	
45.8961	43.539	41.2518		38.9457	34.6328		36.7477	
46.135	43.7717	41.4305		39.1216	34.816		36.9465	
45.4991	43.0165	40.6159		38.2782	34.0151		36.0916	
45.9045	43.4907	41.126		38.8105	34.4587		36.6569	
46.3075	43.904	41.5709		39.2237	34.9649		37.1129	
46.4459	44.0672	41.7529		39.4728	35.2436		37.3419	
45.666	43.2597	40.9014		38.5988	34.306		36.449	
45.1752	42.7363	40.3839		38.0656	33.7621		35.9055	
45.7433	43.327	40.9571		38.684	34.4724		36.5529	
46.1646	43.7545	41.4531		39.148	34.8767		37.0519	
46.095	43.7269	41.4349		39.1574	34.8265		36.982	
45.8597	43.4835	41.1157		38.8022	34.4838		36.6522	
45.4886	43.0754	40.7081		38.3952	34.0622		36.222	
46.1731	43.8369	41.5891		39.2887	34.998		37.1587	
46.1972	43.8541	41.5636		39.3177	35.0148		37.1382	
45.9342	43.6024	41.3284		39.0311	34.7385		36.8947	
45.9358	43.5836	41.2559		38.9591	34.6808		36.7838	
45.7777	43.4314	41.1487		38.9037	34.6007		36.728	
45.536	43.1133	40.7451		38.4688	34.286		36.3549	
45.2116	42.8076	40.5236		38.3039	34.2111		36.2135	
45.3839	42.9803	40.6924		38.4162	34.2526		36.3141	
45.6596	43.3426	41.0484		38.7875	34.5962		36.7452	
46.1824	43.8521	41.6147		39.4282	35.2283		37.3372	
45.8453	43.4833	41.2033		38.9444	34.7688		36.8343	
45.7167	43.3427	41.0384		38.767	34.5838		36.6574	
