44.5449	42.0531	39.7288		37.4845	33.0226		35.2442	
46.2019	43.8709	41.6177		39.457	35.122		37.3075	
47.476	45.0301	42.7762		40.5341	36.3597		38.3772	
50.3682	48.0772	45.848		43.6817	39.4941		41.6586	
51.9762	49.7418	47.7185		45.7939	41.7972		43.8778	
54.3141	52.1565	50.141		48.4225	45.0095		46.6196	
50.1131	48.0063	45.98		43.9138	39.9339		42.0009	
48.5853	46.4952	44.4684		42.4556	38.5453		40.5008	
50.46	48.4097	46.4907		44.5036	40.5781		42.5628	
49.4736	47.4697	45.5492		43.4938	39.5032		41.3601	
49.422	47.3607	45.4509		43.4823	39.3773		41.4104	
51.3107	49.2077	47.2006		45.2938	41.3803		43.2867	
48.3266	46.1143	43.9692		41.8149	37.6456		39.8324	
50.522	48.4549	46.5002		44.4033	40.3411		42.317	
50.6771	48.6222	46.7404		44.7713	40.7564		42.7992	
51.8607	49.7778	47.7767		45.7913	41.7184		43.7961	
53.1057	51.0173	49.1047		47.3467	43.705		45.5123	
52.7322	50.6046	48.7094		46.972	43.4524		45.3136	
50.8288	48.7064	46.7201		44.8549	40.9534		42.9718	
46.8502	44.4185	42.171		39.9929	35.6497		37.8104	
49.0149	46.751	44.6517		42.5522	38.3249		40.4063	
50.6415	48.5324	46.567		44.5837	40.5187		42.6544	
50.7633	48.6933	46.8285		44.8305	40.9345		42.9309	
49.7522	47.6644	45.7143		43.7945	39.7742		41.7688	
49.2104	47.0028	44.9285		42.8631	38.7664		40.8343	
52.4211	50.1737	48.2309		46.2112	42.3214		44.197	
51.16	49.1472	47.3444		45.4518	41.4265		43.4959	
51.3292	49.0289	46.9773		44.9911	40.8965		42.9794	
