2624	32.23	32.23	4176	34.25	34.25	6936	36.21	36.21	11208	38.16	38.16	17688	40.22	40.22	28208	42.48	42.48	45384	44.84	44.84	
1800	34.06	34.06	2848	35.72	35.72	4888	37.64	37.64	8520	39.69	39.69	14208	42.05	42.05	22320	44.52	44.52	33864	47.16	47.16	
1680	33.88	33.88	2744	36.44	36.44	4040	38.55	38.55	6408	40.38	40.38	9784	42.60	42.60	14976	44.91	44.91	22576	47.33	47.33	
960	38.10	38.10	1208	39.96	39.96	1784	41.56	41.56	2576	42.72	42.72	3832	44.68	44.68	5200	46.90	46.90	8728	48.85	48.85	
2496	32.16	32.16	4112	34.96	34.96	6360	37.05	37.05	10144	39.45	39.45	15248	41.88	41.88	23008	44.30	44.30	34352	46.79	46.79	
496	37.95	37.95	584	40.08	40.08	888	41.59	41.59	1224	42.90	42.90	1768	44.73	44.73	2976	46.82	46.82	4800	48.70	48.70	
992	35.78	35.78	1608	38.21	38.21	2160	40.18	40.18	3176	41.79	41.79	4616	43.72	43.72	7080	45.99	45.99	11600	48.17	48.17	
832	35.80	35.80	1280	38.19	38.19	1824	40.06	40.06	2904	41.59	41.59	4528	43.59	43.59	7000	45.80	45.80	11216	48.00	48.00	
424	38.14	38.14	536	39.98	39.98	720	41.53	41.53	936	42.81	42.81	1608	44.71	44.71	2280	46.63	46.63	4152	48.80	48.80	
208	38.09	38.09	224	40.01	40.01	240	41.62	41.62	280	42.79	42.79	328	44.70	44.70	464	46.62	46.62	1032	48.80	48.80	
336	37.64	37.64	592	39.75	39.75	760	41.21	41.21	1432	42.88	42.88	1656	44.66	44.66	2592	46.73	46.73	4816	48.85	48.85	
320	38.19	38.19	360	40.04	40.04	520	41.38	41.38	728	42.83	42.83	1008	44.71	44.71	2008	46.83	46.83	3400	48.88	48.88	
1040	35.57	35.57	1576	37.72	37.72	2504	39.45	39.45	3912	41.25	41.25	5600	43.16	43.16	8688	45.59	45.59	12560	47.80	47.80	
416	37.41	37.41	440	39.94	39.94	432	41.15	41.15	984	42.67	42.67	1336	44.27	44.27	2192	46.57	46.57	3832	48.65	48.65	
304	37.43	37.43	456	40.00	40.00	336	40.90	40.90	552	42.69	42.69	864	44.28	44.28	1440	46.50	46.50	2296	48.59	48.59	
1752	34.67	34.67	2496	37.28	37.28	3408	39.06	39.06	4896	40.91	40.91	7312	42.95	42.95	10184	45.16	45.16	15440	47.51	47.51	
472	38.04	38.04	544	39.81	39.81	736	41.26	41.26	1000	42.55	42.55	1504	44.29	44.29	2232	46.53	46.53	3832	48.65	48.65	
456	37.95	37.95	472	39.96	39.96	608	41.28	41.28	760	42.60	42.60	1264	44.57	44.57	2032	46.61	46.61	3392	48.69	48.69	
4992	29.73	29.73	8176	32.49	32.49	12808	34.80	34.80	19192	37.09	37.09	28408	39.71	39.71	41520	42.26	42.26	58288	44.92	44.92	
3088	31.30	31.30	5120	33.68	33.68	8360	35.96	35.96	12680	37.99	37.99	18856	40.57	40.57	27600	43.06	43.06	40392	45.77	45.77	
1216	34.90	34.90	1784	37.31	37.31	3008	38.98	38.98	4624	40.82	40.82	6736	43.02	43.02	10432	45.16	45.16	15448	47.51	47.51	
344	37.88	37.88	456	40.10	40.10	592	41.49	41.49	840	42.77	42.77	1072	44.63	44.63	2016	46.80	46.80	3224	48.68	48.68	
416	37.69	37.69	592	40.06	40.06	736	40.95	40.95	1064	42.45	42.45	1776	44.10	44.10	2792	46.33	46.33	5896	48.24	48.24	
408	37.66	37.66	552	40.23	40.23	640	41.18	41.18	928	42.63	42.63	1448	44.41	44.41	2408	46.40	46.40	4000	48.41	48.41	
504	39.70	39.70	680	40.86	40.86	1072	41.67	41.67	2400	43.48	43.48	4736	45.01	45.01	9032	47.01	47.01	16360	49.11	49.11	
216	39.18	39.18	304	40.79	40.79	432	41.58	41.58	608	43.10	43.10	920	44.81	44.81	1984	46.61	46.61	3376	48.72	48.72	
368	38.99	38.99	504	40.50	40.50	736	41.44	41.44	936	43.22	43.22	1504	44.90	44.90	2448	46.72	46.72	3792	48.67	48.67	
672	37.53	37.53	1008	39.13	39.13	1448	40.54	40.54	2360	42.51	42.51	3568	44.26	44.26	5432	46.27	46.27	7664	48.42	48.42	
1672	35.46	35.46	2272	37.61	37.61	3304	39.12	39.12	5048	41.37	41.37	7304	43.24	43.24	10608	45.40	45.40	15224	47.72	47.72	
480	38.02	38.02	696	39.70	39.70	1128	40.80	40.80	1736	42.65	42.65	2688	44.47	44.47	3928	46.37	46.37	5560	48.35	48.35	
3112	31.43	31.43	5000	34.45	34.45	7704	36.56	36.56	11872	38.93	38.93	17560	41.27	41.27	25232	43.62	43.62	37136	46.19	46.19	
2432	32.57	32.57	3792	35.01	35.01	6008	37.34	37.34	8664	39.46	39.46	12672	41.57	41.57	19048	43.89	43.89	28512	46.45	46.45	
1720	33.65	33.65	3248	36.19	36.19	5040	38.15	38.15	7768	40.28	40.28	11912	42.52	42.52	18208	44.90	44.90	26768	47.52	47.52	
2648	31.70	31.70	4424	34.49	34.49	6816	36.52	36.52	10120	38.76	38.76	15784	41.03	41.03	22808	43.51	43.51	34784	46.17	46.17	
2760	32.57	32.57	4400	34.66	34.66	7176	37.13	37.13	11120	39.20	39.20	15640	41.49	41.49	23208	43.90	43.90	36056	46.53	46.53	
1224	36.94	36.94	1584	38.14	38.14	2632	40.18	40.18	3624	41.76	41.76	5552	43.66	43.66	9056	45.70	45.70	12656	47.98	47.98	
